Used command, time of usage
Student info was printed 2022-05-04 at 12:10:26 EEST
Teacher info was printed 2022-05-04 at 12:10:26 EEST
Auxiliary employee info was printed 2022-05-04 at 12:10:26 EEST
Laboratory info was printed 2022-05-04 at 12:10:26 EEST
Classroom info was printed 2022-05-04 at 12:10:26 EEST
Bem si 7 zile bem 2022-05-04 at 12:10:26 EEST
